id_reservation,price,nbr_reservations,nbr_visitors,marketing_spend,market_count,reservation_status,event_title,event_type,event_date,category_name,city,country,rating,comment,trend_score,growth_rate_pct,capacity_min,capacity_max,venue_type,entertainer_name,entertainer_category,nationality,followers_instagram,followers_tiktok,entertainer_price
8174,1390.0,126,4896,23000.0,14,pending,Company floor present.,Birthday,2025-01-18,Wedding,Ariana,Tunisie,4,Nature mind or if.,0.0,0.0,200,400,Venues de mariage privées,Ghadamaatouk,"Singer, Actors",Tunisian,765800,64700,6000
1865,6133.0,239,4101,25000.0,11,cancelled,Pay speech.,Corporate Event,2022-01-05,Corporate,Ariana,Tunisie,2,NaN,0.0,0.0,200,400,Venues de mariage privées,Marambenazizaofficial,"Actors, TV Host",Tunisian,2600000,40600,25000
9908,12443.0,239,4101,19000.0,10,pending,Add develop drug.,Corporate Event,2023-12-11,Wedding,Ariana,Tunisie,2,Behind performance film war whether factor become.,0.0,0.0,200,400,Venues de mariage privées,Ghadamaatouk,"Singer, Actors",Tunisian,765800,64700,6000
4789,11685.0,42,3577,22000.0,11,pending,Then bed.,Corporate Event,2023-04-10,Corporate,Ariana,Tunisie,3,Never total last camera.,0.0,0.0,200,400,Venues de mariage privées,Marambenazizaofficial,"Actors, TV Host",Tunisian,2600000,40600,25000
1386,2044.0,126,4896,23000.0,0,confirmed,Finish clearly.,Wedding,2025-12-23,Birthday,Ariana,Tunisie,4,Could we agent lot.,0.0,0.0,200,400,Venues de mariage privées,Mehdi r2m officiel,Singer,Tunisian,0,0,60
10837,13347.0,176,3661,13000.0,14,cancelled,More just if sea.,Wedding,2025-09-14,Wedding,Ariana,Tunisie,5,Sport person body environment town trip method look.,0.0,0.0,200,400,Venues de mariage privées,Ghadamaatouk,"Singer, Actors",Tunisian,765800,64700,6000
12512,9851.0,126,4896,25000.0,10,cancelled,Behind administration.,Birthday,2025-09-30,Wedding,Ariana,Tunisie,3,Live everything make fast idea Mrs visit democratic.,0.0,0.0,200,400,Venues de mariage privées,Ghadamaatouk,"Singer, Actors",Tunisian,765800,64700,6000
438,13485.0,252,1608,12000.0,10,confirmed,Door interview protect.,Birthday,2023-05-18,Wedding,Ariana,Tunisie,5,Best either power player.,0.0,0.0,200,400,Venues de mariage privées,Ghadamaatouk,"Singer, Actors",Tunisian,765800,64700,6000
4116,14205.0,203,1417,19000.0,10,pending,Social people build.,Birthday,2023-06-06,Wedding,Ariana,Tunisie,1,Surface management here low mention.,0.0,0.0,200,400,Venues de mariage privées,Ghadamaatouk,"Singer, Actors",Tunisian,765800,64700,6000
8893,8967.0,203,1258,15000.0,0,cancelled,Traditional make.,Wedding,2024-08-18,Birthday,Ariana,Tunisie,5,Military one ever before.,0.0,0.0,200,400,Venues de mariage privées,Mehdi r2m officiel,Singer,Tunisian,0,0,60
6182,2114.0,155,66,23000.0,0,cancelled,Hotel control.,Corporate Event,2023-11-20,Birthday,Ariana,Tunisie,1,Meeting help argue matter.,0.0,0.0,200,400,Venues de mariage privées,Mehdi r2m officiel,Singer,Tunisian,0,0,60
12744,8032.0,252,1608,26000.0,10,pending,Prevent themselves occur site.,Wedding,2025-11-14,Wedding,Ariana,Tunisie,3,Perhaps issue they who.,0.0,0.0,200,400,Venues de mariage privées,Ghadamaatouk,"Singer, Actors",Tunisian,765800,64700,6000
5957,13769.0,202,1983,13000.0,10,confirmed,Commercial fast.,Wedding,2025-09-19,Wedding,Ariana,Tunisie,3,Voice set than half.,0.0,0.0,200,400,Venues de mariage privées,Ghadamaatouk,"Singer, Actors",Tunisian,765800,64700,6000
11311,1075.0,249,22215,19000.0,14,pending,Degree culture wall.,Birthday,2025-08-17,Wedding,Ariana,Tunisie,5,NaN,0.0,0.0,200,400,Venues de mariage privées,Ghadamaatouk,"Singer, Actors",Tunisian,765800,64700,6000
17781,1387.0,239,4101,12000.0,11,cancelled,Reach per.,Corporate Event,2024-08-22,Corporate,Ariana,Tunisie,3,Financial factor marriage various skill finally team.,0.0,0.0,200,400,Venues de mariage privées,Marambenazizaofficial,"Actors, TV Host",Tunisian,2600000,40600,25000
4691,2598.0,239,4101,25000.0,0,cancelled,Yard world again.,Corporate Event,2023-03-15,Birthday,Ariana,Tunisie,5,Generation environmental probably stop hold minute would.,0.0,0.0,200,400,Venues de mariage privées,Mehdi r2m officiel,Singer,Tunisian,0,0,60
5364,6745.0,126,4896,21000.0,10,confirmed,Necessary sit heart.,Corporate Event,2024-08-07,Wedding,Ariana,Tunisie,1,Improve hold mission use music democratic.,0.0,0.0,200,400,Venues de mariage privées,Ghadamaatouk,"Singer, Actors",Tunisian,765800,64700,6000
13491,11888.0,229,3480,12000.0,0,cancelled,Ability political.,Corporate Event,2025-07-25,Birthday,Ariana,Tunisie,5,History common direction charge.,0.0,0.0,200,400,Venues de mariage privées,Mehdi r2m officiel,Singer,Tunisian,0,0,60
8449,4672.0,202,1983,19000.0,0,confirmed,Authority cause.,Wedding,2023-10-16,Birthday,Ariana,Tunisie,2,Beyond relate performance behavior remember explain just not.,0.0,0.0,200,400,Venues de mariage privées,Mehdi r2m officiel,Singer,Tunisian,0,0,60
11712,11611.0,203,1258,12000.0,14,confirmed,Impact expert kitchen improve.,Wedding,2022-04-18,Wedding,Ariana,Tunisie,3,Bad possible win century.,0.0,0.0,200,400,Venues de mariage privées,Ghadamaatouk,"Singer, Actors",Tunisian,765800,64700,6000
17470,2427.0,202,1983,23000.0,11,cancelled,Religious ball.,Corporate Event,2024-03-16,Corporate,Ariana,Tunisie,5,Style politics sure everyone.,0.0,0.0,200,400,Venues de mariage privées,Marambenazizaofficial,"Actors, TV Host",Tunisian,2600000,40600,25000
12280,1743.0,155,66,12000.0,14,pending,Research.,Wedding,2024-07-19,Wedding,Ariana,Tunisie,4,Day shoulder else trade effort.,0.0,0.0,200,400,Venues de mariage privées,Ghadamaatouk,"Singer, Actors",Tunisian,765800,64700,6000
17416,7480.0,203,1417,26000.0,14,cancelled,Goal skill close.,Corporate Event,2022-12-31,Wedding,Ariana,Tunisie,1,Of hot move learn.,0.0,0.0,200,400,Venues de mariage privées,Ghadamaatouk,"Singer, Actors",Tunisian,765800,64700,6000
8457,1450.0,249,22215,22000.0,14,pending,Play guess PM.,Corporate Event,2024-03-26,Wedding,Ariana,Tunisie,1,Well strategy front rise issue teach.,0.0,0.0,200,400,Venues de mariage privées,Ghadamaatouk,"Singer, Actors",Tunisian,765800,64700,6000
3011,4731.0,203,1417,20000.0,0,pending,Receive let.,Birthday,2023-08-24,Birthday,Ariana,Tunisie,5,Only increase trade budget ready.,0.0,0.0,200,400,Venues de mariage privées,Mehdi r2m officiel,Singer,Tunisian,0,0,60
1821,13223.0,298,962,15000.0,0,pending,Remain ten officer.,Wedding,2024-04-15,Birthday,Ariana,Tunisie,4,Even court pressure which unit.,0.0,0.0,200,400,Venues de mariage privées,Mehdi r2m officiel,Singer,Tunisian,0,0,60
10637,3579.0,298,962,15000.0,14,cancelled,Across relationship him.,Corporate Event,2023-10-10,Wedding,Ariana,Tunisie,5,Approach game level effort.,0.0,0.0,200,400,Venues de mariage privées,Ghadamaatouk,"Singer, Actors",Tunisian,765800,64700,6000
1656,14375.0,202,1983,23000.0,10,confirmed,Stuff evidence item.,Wedding,2025-12-11,Wedding,Ariana,Tunisie,4,Hope would rule building.,0.0,0.0,200,400,Venues de mariage privées,Ghadamaatouk,"Singer, Actors",Tunisian,765800,64700,6000
4401,5689.0,249,22215,23000.0,10,pending,Land smile.,Birthday,2024-01-23,Wedding,Ariana,Tunisie,1,NaN,0.0,0.0,200,400,Venues de mariage privées,Ghadamaatouk,"Singer, Actors",Tunisian,765800,64700,6000
3032,12697.0,203,1258,19000.0,0,pending,Game environment.,Birthday,2022-04-25,Birthday,Ariana,Tunisie,5,Reach brother pressure class by avoid author.,0.0,0.0,200,400,Venues de mariage privées,Mehdi r2m officiel,Singer,Tunisian,0,0,60
5461,4587.0,203,1417,20000.0,10,confirmed,Price thousand like.,Corporate Event,2023-09-14,Wedding,Ariana,Tunisie,5,Leader money ten chair.,0.0,0.0,200,400,Venues de mariage privées,Ghadamaatouk,"Singer, Actors",Tunisian,765800,64700,6000
5159,9746.0,155,66,20000.0,10,cancelled,Parent girl site.,Birthday,2022-01-21,Wedding,Ariana,Tunisie,5,Long public above mouth little loss realize.,0.0,0.0,200,400,Venues de mariage privées,Ghadamaatouk,"Singer, Actors",Tunisian,765800,64700,6000
6763,4696.0,155,66,19000.0,10,confirmed,Raise others.,Corporate Event,2023-04-30,Wedding,Ariana,Tunisie,5,Point Democrat politics team alone.,0.0,0.0,200,400,Venues de mariage privées,Ghadamaatouk,"Singer, Actors",Tunisian,765800,64700,6000
16729,13896.0,203,1258,12000.0,14,pending,Message fill health population.,Birthday,2022-08-19,Wedding,Ariana,Tunisie,3,Radio run look.,0.0,0.0,200,400,Venues de mariage privées,Ghadamaatouk,"Singer, Actors",Tunisian,765800,64700,6000
15593,12138.0,126,4896,17000.0,11,pending,Answer cold.,Corporate Event,2025-04-21,Corporate,Ariana,Tunisie,2,Forward office likely.,0.0,0.0,200,400,Venues de mariage privées,Marambenazizaofficial,"Actors, TV Host",Tunisian,2600000,40600,25000
15018,988.0,203,1417,25000.0,0,pending,Accept tell huge.,Birthday,2024-07-07,Birthday,Ariana,Tunisie,4,Modern season believe maybe.,0.0,0.0,200,400,Venues de mariage privées,Mehdi r2m officiel,Singer,Tunisian,0,0,60
9303,10605.0,126,4896,13000.0,11,confirmed,Left.,Corporate Event,2022-05-27,Corporate,Ariana,Tunisie,1,Parent although senior PM.,0.0,0.0,200,400,Venues de mariage privées,Marambenazizaofficial,"Actors, TV Host",Tunisian,2600000,40600,25000
5600,14989.0,239,4101,12000.0,11,cancelled,Friend require.,Wedding,2024-11-18,Corporate,Ariana,Tunisie,4,Voice argue decade position.,0.0,0.0,200,400,Venues de mariage privées,Marambenazizaofficial,"Actors, TV Host",Tunisian,2600000,40600,25000
13054,9103.0,229,3480,22000.0,10,cancelled,Cell affect.,Birthday,2024-03-12,Wedding,Ariana,Tunisie,4,Build agreement certain stuff even commercial inside.,0.0,0.0,200,400,Venues de mariage privées,Ghadamaatouk,"Singer, Actors",Tunisian,765800,64700,6000
5755,8803.0,229,3480,22000.0,14,pending,Standard seem.,Birthday,2023-08-28,Wedding,Ariana,Tunisie,3,Point development create responsibility.,0.0,0.0,200,400,Venues de mariage privées,Ghadamaatouk,"Singer, Actors",Tunisian,765800,64700,6000
13195,5397.0,229,3480,22000.0,11,confirmed,Mind rise.,Wedding,2022-11-17,Corporate,Ariana,Tunisie,2,Nothing industry family politics tend.,0.0,0.0,200,400,Venues de mariage privées,Marambenazizaofficial,"Actors, TV Host",Tunisian,2600000,40600,25000
98,6721.0,298,962,17000.0,14,cancelled,Begin west.,Wedding,2025-06-27,Wedding,Ariana,Tunisie,4,Top play ready everybody federal sea.,0.0,0.0,200,400,Venues de mariage privées,Ghadamaatouk,"Singer, Actors",Tunisian,765800,64700,6000
11857,7974.0,202,1983,25000.0,10,pending,Minute under describe.,Corporate Event,2024-05-28,Wedding,Ariana,Tunisie,2,Cause agree anyone PM health save stock blue.,0.0,0.0,200,400,Venues de mariage privées,Ghadamaatouk,"Singer, Actors",Tunisian,765800,64700,6000
2666,6200.0,155,66,19000.0,0,pending,Something both admit center.,Wedding,2025-06-14,Birthday,Ariana,Tunisie,2,Newspaper administration study past feel medical.,0.0,0.0,200,400,Venues de mariage privées,Mehdi r2m officiel,Singer,Tunisian,0,0,60
12072,3749.0,249,22215,13000.0,10,pending,Call growth serious.,Wedding,2023-03-03,Wedding,Ariana,Tunisie,3,Keep their inside score perform practice.,0.0,0.0,200,400,Venues de mariage privées,Ghadamaatouk,"Singer, Actors",Tunisian,765800,64700,6000
15163,6836.0,155,66,15000.0,10,cancelled,Later role.,Birthday,2024-02-01,Wedding,Ariana,Tunisie,1,Home both popular of well upon only.,0.0,0.0,200,400,Venues de mariage privées,Ghadamaatouk,"Singer, Actors",Tunisian,765800,64700,6000
2271,13018.0,126,4896,25000.0,0,cancelled,Whatever shoulder.,Wedding,2022-02-11,Birthday,Ariana,Tunisie,3,Organization your the.,0.0,0.0,200,400,Venues de mariage privées,Mehdi r2m officiel,Singer,Tunisian,0,0,60
12741,870.0,42,3577,13000.0,14,confirmed,Range tonight if.,Corporate Event,2025-03-22,Wedding,Ariana,Tunisie,2,World majority the traditional technology herself.,0.0,0.0,200,400,Venues de mariage privées,Ghadamaatouk,"Singer, Actors",Tunisian,765800,64700,6000
15574,14960.0,176,3661,26000.0,14,confirmed,Single note.,Corporate Event,2024-10-01,Wedding,Ariana,Tunisie,3,Although certain sense.,0.0,0.0,200,400,Venues de mariage privées,Ghadamaatouk,"Singer, Actors",Tunisian,765800,64700,6000
16385,1848.0,298,962,17000.0,0,confirmed,Including care message.,Birthday,2022-03-08,Birthday,Ariana,Tunisie,2,Wife each board kind author analysis after.,0.0,0.0,200,400,Venues de mariage privées,Mehdi r2m officiel,Singer,Tunisian,0,0,60
10048,9056.0,252,1608,23000.0,0,pending,Hand five.,Wedding,2024-03-10,Birthday,Ariana,Tunisie,4,Mission let hold lose he.,0.0,0.0,200,400,Venues de mariage privées,Mehdi r2m officiel,Singer,Tunisian,0,0,60
2314,11478.0,202,1983,21000.0,11,confirmed,Plan risk.,Corporate Event,2024-04-24,Corporate,Ariana,Tunisie,2,With beyond practice yourself animal.,0.0,0.0,200,400,Venues de mariage privées,Marambenazizaofficial,"Actors, TV Host",Tunisian,2600000,40600,25000
5484,1327.0,202,1983,24000.0,10,confirmed,Speech section strong serve.,Wedding,2023-01-29,Wedding,Ariana,Tunisie,2,While both continue able coach number.,0.0,0.0,200,400,Venues de mariage privées,Ghadamaatouk,"Singer, Actors",Tunisian,765800,64700,6000
14118,9572.0,126,4896,24000.0,14,pending,Anything level.,Birthday,2022-05-07,Wedding,Ariana,Tunisie,1,NaN,0.0,0.0,200,400,Venues de mariage privées,Ghadamaatouk,"Singer, Actors",Tunisian,765800,64700,6000
1126,3569.0,203,1258,12000.0,10,pending,Bring mean note.,Wedding,2022-12-17,Wedding,Ariana,Tunisie,2,Ten husband travel point.,0.0,0.0,200,400,Venues de mariage privées,Ghadamaatouk,"Singer, Actors",Tunisian,765800,64700,6000
14165,899.0,155,66,24000.0,14,cancelled,International box mind.,Corporate Event,2023-02-08,Wedding,Ariana,Tunisie,3,Great piece American send explain chair growth democratic.,0.0,0.0,200,400,Venues de mariage privées,Ghadamaatouk,"Singer, Actors",Tunisian,765800,64700,6000
2943,4246.0,126,4896,17000.0,10,confirmed,Relate since.,Wedding,2024-02-04,Wedding,Ariana,Tunisie,1,Little food able by.,0.0,0.0,200,400,Venues de mariage privées,Ghadamaatouk,"Singer, Actors",Tunisian,765800,64700,6000
17027,371.0,126,4896,23000.0,10,pending,Also less author.,Corporate Event,2024-04-25,Wedding,Ariana,Tunisie,4,Marriage significant sea field religious drop.,0.0,0.0,200,400,Venues de mariage privées,Ghadamaatouk,"Singer, Actors",Tunisian,765800,64700,6000
16741,5763.0,298,962,15000.0,11,pending,Clearly woman stop.,Corporate Event,2023-07-29,Corporate,Ariana,Tunisie,2,Professor team girl.,0.0,0.0,200,400,Venues de mariage privées,Marambenazizaofficial,"Actors, TV Host",Tunisian,2600000,40600,25000
17992,2138.0,239,4101,23000.0,10,cancelled,Other fast after.,Corporate Event,2022-03-03,Wedding,Ariana,Tunisie,5,Really ago enter share energy week dog.,0.0,0.0,200,400,Venues de mariage privées,Ghadamaatouk,"Singer, Actors",Tunisian,765800,64700,6000
11873,11464.0,155,66,25000.0,11,pending,House remember top standard.,Corporate Event,2023-12-17,Corporate,Ariana,Tunisie,1,Direction yard remember life line someone.,0.0,0.0,200,400,Venues de mariage privées,Marambenazizaofficial,"Actors, TV Host",Tunisian,2600000,40600,25000
14976,1271.0,155,66,17000.0,0,cancelled,Few material form job.,Wedding,2022-03-07,Birthday,Ariana,Tunisie,1,Republican actually ability late particular situation able.,0.0,0.0,200,400,Venues de mariage privées,Mehdi r2m officiel,Singer,Tunisian,0,0,60
15313,6941.0,239,4101,13000.0,11,confirmed,Physical well glass.,Corporate Event,2022-04-22,Corporate,Ariana,Tunisie,1,May eight nice seat.,0.0,0.0,200,400,Venues de mariage privées,Marambenazizaofficial,"Actors, TV Host",Tunisian,2600000,40600,25000
15366,8083.0,42,3577,15000.0,14,cancelled,Leg explain.,Corporate Event,2023-06-25,Wedding,Ariana,Tunisie,2,Either individual decade start any scene.,0.0,0.0,200,400,Venues de mariage privées,Ghadamaatouk,"Singer, Actors",Tunisian,765800,64700,6000
6006,36690.0,298,962,22000.0,14,cancelled,Over remain force.,Corporate Event,2025-03-22,Wedding,Ariana,Tunisie,3,Offer three effect program small.,0.0,0.0,200,400,Venues de mariage privées,Ghadamaatouk,"Singer, Actors",Tunisian,765800,64700,6000
17060,10133.0,42,3577,13000.0,0,pending,May serious type.,Wedding,2025-09-07,Birthday,Ariana,Tunisie,4,NaN,0.0,0.0,200,400,Venues de mariage privées,Mehdi r2m officiel,Singer,Tunisian,0,0,60
10927,1771.0,249,22215,25000.0,10,pending,Factor tree.,Corporate Event,2022-01-23,Wedding,Ariana,Tunisie,1,Trip attorney financial worker.,0.0,0.0,200,400,Venues de mariage privées,Ghadamaatouk,"Singer, Actors",Tunisian,765800,64700,6000
15141,9538.0,249,22215,23000.0,10,cancelled,Success.,Corporate Event,2023-03-07,Wedding,Ariana,Tunisie,2,Approach become sense set east.,0.0,0.0,200,400,Venues de mariage privées,Ghadamaatouk,"Singer, Actors",Tunisian,765800,64700,6000
13194,11054.0,42,3577,15000.0,10,pending,How television public.,Wedding,2022-03-23,Wedding,Ariana,Tunisie,5,Position add form those family magazine nothing.,0.0,0.0,200,400,Venues de mariage privées,Ghadamaatouk,"Singer, Actors",Tunisian,765800,64700,6000
17467,1779.0,252,1608,25000.0,0,cancelled,Gun carry food.,Birthday,2024-09-06,Birthday,Ariana,Tunisie,4,Mind professional top director.,0.0,0.0,200,400,Venues de mariage privées,Mehdi r2m officiel,Singer,Tunisian,0,0,60
1704,12422.0,203,1258,25000.0,0,cancelled,Adult likely.,Corporate Event,2022-04-03,Birthday,Ariana,Tunisie,4,Fear single worry house involve.,0.0,0.0,200,400,Venues de mariage privées,Mehdi r2m officiel,Singer,Tunisian,0,0,60
13418,12173.0,203,1258,19000.0,10,cancelled,Building sense.,Wedding,2025-06-14,Wedding,Ariana,Tunisie,4,Respond what federal thing student cultural.,0.0,0.0,200,400,Venues de mariage privées,Ghadamaatouk,"Singer, Actors",Tunisian,765800,64700,6000
9472,9417.0,203,1417,25000.0,10,pending,Computer edge.,Wedding,2024-04-06,Wedding,Ariana,Tunisie,2,Forward able lay rule notice Congress.,0.0,0.0,200,400,Venues de mariage privées,Ghadamaatouk,"Singer, Actors",Tunisian,765800,64700,6000
14141,5769.0,239,4101,15000.0,0,pending,Animal could system.,Corporate Event,2022-08-11,Birthday,Ariana,Tunisie,5,High charge include magazine more herself better.,0.0,0.0,200,400,Venues de mariage privées,Mehdi r2m officiel,Singer,Tunisian,0,0,60
6749,9863.0,203,1417,20000.0,14,cancelled,Reality sometimes strategy.,Birthday,2024-08-13,Wedding,Ariana,Tunisie,1,Although work value industry.,0.0,0.0,200,400,Venues de mariage privées,Ghadamaatouk,"Singer, Actors",Tunisian,765800,64700,6000
10945,3682.0,203,1417,17000.0,11,pending,Deal chair laugh.,Corporate Event,2024-02-14,Corporate,Ariana,Tunisie,3,Ask for alone the minute tell.,0.0,0.0,200,400,Venues de mariage privées,Marambenazizaofficial,"Actors, TV Host",Tunisian,2600000,40600,25000
8977,13616.0,176,3661,17000.0,10,confirmed,Just air trade.,Birthday,2024-05-05,Wedding,Ariana,Tunisie,3,Sure free behavior.,0.0,0.0,200,400,Venues de mariage privées,Ghadamaatouk,"Singer, Actors",Tunisian,765800,64700,6000
6879,5653.0,155,66,24000.0,11,confirmed,School sit citizen.,Wedding,2024-11-18,Corporate,Ariana,Tunisie,4,Four medical nature cut sign.,0.0,0.0,200,400,Venues de mariage privées,Marambenazizaofficial,"Actors, TV Host",Tunisian,2600000,40600,25000
15476,13770.0,126,4896,23000.0,11,pending,Student peace.,Wedding,2023-01-07,Corporate,Ariana,Tunisie,2,Way only way could opportunity.,0.0,0.0,200,400,Venues de mariage privées,Marambenazizaofficial,"Actors, TV Host",Tunisian,2600000,40600,25000
489,1339.0,252,1608,24000.0,14,confirmed,Early body sense.,Wedding,2025-06-29,Wedding,Ariana,Tunisie,2,NaN,0.0,0.0,200,400,Venues de mariage privées,Ghadamaatouk,"Singer, Actors",Tunisian,765800,64700,6000
34,1718.0,202,1983,17000.0,14,pending,Strong history.,Wedding,2022-08-23,Wedding,Ariana,Tunisie,2,Field role particularly agent arrive short.,0.0,0.0,200,400,Venues de mariage privées,Ghadamaatouk,"Singer, Actors",Tunisian,765800,64700,6000
14524,2497.0,176,3661,19000.0,11,cancelled,Walk Congress.,Birthday,2022-03-06,Corporate,Ariana,Tunisie,4,And indicate lay series.,0.0,0.0,200,400,Venues de mariage privées,Marambenazizaofficial,"Actors, TV Host",Tunisian,2600000,40600,25000
15193,310.0,298,962,25000.0,10,pending,Where war language fast.,Wedding,2024-10-25,Wedding,Ariana,Tunisie,3,State close oil field particular learn join.,0.0,0.0,200,400,Venues de mariage privées,Ghadamaatouk,"Singer, Actors",Tunisian,765800,64700,6000
6665,2716.0,239,4101,26000.0,10,pending,All of.,Corporate Event,2024-11-08,Wedding,Ariana,Tunisie,3,Glass surface data.,0.0,0.0,200,400,Venues de mariage privées,Ghadamaatouk,"Singer, Actors",Tunisian,765800,64700,6000
6219,8048.0,155,66,13000.0,0,pending,Sound occur half first.,Birthday,2022-04-29,Birthday,Ariana,Tunisie,3,NaN,0.0,0.0,200,400,Venues de mariage privées,Mehdi r2m officiel,Singer,Tunisian,0,0,60
10445,489.0,126,4896,13000.0,10,confirmed,Grow eight six.,Corporate Event,2025-09-14,Wedding,Ariana,Tunisie,5,Media tree water where two street.,0.0,0.0,200,400,Venues de mariage privées,Ghadamaatouk,"Singer, Actors",Tunisian,765800,64700,6000
614,11234.0,203,1417,26000.0,10,confirmed,Ever drive finish.,Corporate Event,2022-01-19,Wedding,Ariana,Tunisie,3,NaN,0.0,0.0,200,400,Venues de mariage privées,Ghadamaatouk,"Singer, Actors",Tunisian,765800,64700,6000
6075,1704.0,252,1608,12000.0,0,cancelled,Buy sing this.,Birthday,2022-04-02,Birthday,Ariana,Tunisie,1,There foreign interest president.,0.0,0.0,200,400,Venues de mariage privées,Mehdi r2m officiel,Singer,Tunisian,0,0,60
11168,7194.0,203,1417,15000.0,0,cancelled,Television network make.,Wedding,2024-12-05,Birthday,Ariana,Tunisie,4,NaN,0.0,0.0,200,400,Venues de mariage privées,Mehdi r2m officiel,Singer,Tunisian,0,0,60
13911,13935.0,249,22215,19000.0,0,cancelled,Employee fact.,Corporate Event,2023-06-30,Birthday,Ariana,Tunisie,2,War truth sort offer cut sort break.,0.0,0.0,200,400,Venues de mariage privées,Mehdi r2m officiel,Singer,Tunisian,0,0,60
7319,13418.0,176,3661,20000.0,14,confirmed,Option bed.,Corporate Event,2024-01-17,Wedding,Ariana,Tunisie,2,Morning five always teacher response.,0.0,0.0,200,400,Venues de mariage privées,Ghadamaatouk,"Singer, Actors",Tunisian,765800,64700,6000
14449,4667.0,126,4896,15000.0,11,pending,Morning different thought yeah.,Birthday,2024-04-25,Corporate,Ariana,Tunisie,2,Baby least position why indicate industry late.,0.0,0.0,200,400,Venues de mariage privées,Marambenazizaofficial,"Actors, TV Host",Tunisian,2600000,40600,25000
8444,13319.0,155,66,25000.0,10,cancelled,With myself.,Wedding,2022-08-29,Wedding,Ariana,Tunisie,5,Speech bad fear third.,0.0,0.0,200,400,Venues de mariage privées,Ghadamaatouk,"Singer, Actors",Tunisian,765800,64700,6000
8541,6156.0,155,66,13000.0,10,pending,Hospital nothing.,Corporate Event,2023-05-05,Wedding,Ariana,Tunisie,2,Focus movement perform American.,0.0,0.0,200,400,Venues de mariage privées,Ghadamaatouk,"Singer, Actors",Tunisian,765800,64700,6000
17645,12802.0,203,1417,12000.0,11,cancelled,Defense accept.,Birthday,2022-08-03,Corporate,Ariana,Tunisie,1,Really although subject next leader there.,0.0,0.0,200,400,Venues de mariage privées,Marambenazizaofficial,"Actors, TV Host",Tunisian,2600000,40600,25000
635,10465.0,229,3480,15000.0,11,confirmed,Beat certain.,Corporate Event,2024-01-26,Corporate,Ariana,Tunisie,5,Week build seek attack.,0.0,0.0,200,400,Venues de mariage privées,Marambenazizaofficial,"Actors, TV Host",Tunisian,2600000,40600,25000
17684,2693.0,298,962,21000.0,14,cancelled,Speak six.,Corporate Event,2025-11-18,Wedding,Ariana,Tunisie,3,Person main require these.,0.0,0.0,200,400,Venues de mariage privées,Ghadamaatouk,"Singer, Actors",Tunisian,765800,64700,6000
3249,2889.0,202,1983,26000.0,2,confirmed,How chair.,Birthday,2023-12-24,Birthday,Ben Arous,Tunisie,5,Stop minute detail style degree.,0.0,0.0,200,400,Venues de mariage privées,Mehdi r2m officiel,Singer,Tunisian,0,0,60
2320,9761.0,126,4896,22000.0,15,cancelled,Offer you.,Corporate Event,2024-02-14,Corporate,Ben Arous,Tunisie,5,Research realize second attack human happy against.,0.0,0.0,200,400,Venues de mariage privées,Marambenazizaofficial,"Actors, TV Host",Tunisian,2600000,40600,25000
14911,8017.0,298,962,25000.0,4,confirmed,Space enjoy child.,Wedding,2023-05-30,Wedding,Ben Arous,Tunisie,4,Serious perhaps body I learn.,0.0,0.0,200,400,Venues de mariage privées,Ghadamaatouk,"Singer, Actors",Tunisian,765800,64700,6000
8022,13582.0,202,1983,17000.0,4,pending,New wife.,Birthday,2025-05-26,Wedding,Ben Arous,Tunisie,5,Late lay option approach.,0.0,0.0,200,400,Venues de mariage privées,Ghadamaatouk,"Singer, Actors",Tunisian,765800,64700,6000
12777,2146.0,202,1983,26000.0,15,pending,Blood artist.,Corporate Event,2024-03-20,Corporate,Ben Arous,Tunisie,1,Seem account goal budget yet.,0.0,0.0,200,400,Venues de mariage privées,Marambenazizaofficial,"Actors, TV Host",Tunisian,2600000,40600,25000
13345,526.0,249,22215,15000.0,2,cancelled,Senior production.,Birthday,2024-03-08,Birthday,Ben Arous,Tunisie,3,Feeling share country option later month possible.,0.0,0.0,200,400,Venues de mariage privées,Mehdi r2m officiel,Singer,Tunisian,0,0,60
17342,8040.0,249,22215,26000.0,16,pending,Yet sit federal.,Birthday,2023-02-07,Wedding,Ben Arous,Tunisie,4,Arm against maybe increase draw.,0.0,0.0,200,400,Venues de mariage privées,Ghadamaatouk,"Singer, Actors",Tunisian,765800,64700,6000
3256,4584.0,155,66,19000.0,16,cancelled,Here stock stuff.,Wedding,2024-03-06,Wedding,Ben Arous,Tunisie,4,Chair white now order meeting to.,0.0,0.0,200,400,Venues de mariage privées,Ghadamaatouk,"Singer, Actors",Tunisian,765800,64700,6000
14433,13927.0,42,3577,26000.0,15,pending,Hospital nothing.,Corporate Event,2023-05-05,Corporate,Ben Arous,Tunisie,3,Star do garden base laugh.,0.0,0.0,200,400,Venues de mariage privées,Marambenazizaofficial,"Actors, TV Host",Tunisian,2600000,40600,25000
16649,60990.0,203,1417,24000.0,4,pending,Congress sign.,Birthday,2023-10-06,Wedding,Ben Arous,Tunisie,2,Well world another look.,0.0,0.0,200,400,Venues de mariage privées,Ghadamaatouk,"Singer, Actors",Tunisian,765800,64700,6000
9036,4604.0,249,22215,12000.0,16,cancelled,Sit by.,Birthday,2023-03-16,Wedding,Ben Arous,Tunisie,2,People yourself themselves.,0.0,0.0,200,400,Venues de mariage privées,Ghadamaatouk,"Singer, Actors",Tunisian,765800,64700,6000
